dnt,Temp,Pressure,Humidnity,IAQ
09-Oct-2023 08:05:08,33.1,100465,74.68,60.81
09-Oct-2023 08:05:11,33.17,100465,73.09,85.97
09-Oct-2023 08:05:15,33.36,100465,72.22,86.42
09-Oct-2023 08:05:18,33.51,100466,71.47,86.73
09-Oct-2023 08:05:21,33.57,100466,70.72,87.06
09-Oct-2023 08:05:25,33.94,100460,72.36,87.12
09-Oct-2023 08:05:28,34.37,100461,74.6,85.69
09-Oct-2023 08:05:32,34.29,100461,71.67,86.26
09-Oct-2023 08:05:35,34.21,100461,69.87,87.27
09-Oct-2023 08:05:38,34.18,100461,68.97,87.78
09-Oct-2023 08:05:46,34.46,100462,67.87,88.06
09-Oct-2023 08:05:49,34.25,100461,67.69,88.44
09-Oct-2023 08:05:52,34.21,100461,67.66,88.47
09-Oct-2023 08:05:56,34.2,100461,67.62,88.48
09-Oct-2023 08:05:59,34.18,100462,67.57,88.51
09-Oct-2023 08:06:02,34.13,100461,67.54,88.52
09-Oct-2023 08:06:06,34.12,100462,67.55,88.52
09-Oct-2023 08:06:09,34.14,100463,67.54,88.52
09-Oct-2023 08:06:13,34.14,100462,67.48,88.54
09-Oct-2023 08:06:16,34.14,100462,67.44,88.56
09-Oct-2023 08:06:23,34.48,100460,67.08,88.57
09-Oct-2023 08:06:27,34.32,100462,67.07,88.73
09-Oct-2023 08:06:30,34.3,100461,67.08,88.72
09-Oct-2023 08:06:33,34.29,100461,67.06,88.72
09-Oct-2023 08:06:37,34.31,100463,67.07,88.73
09-Oct-2023 08:06:40,34.32,100462,67,88.74
09-Oct-2023 08:06:44,34.33,100461,66.92,88.77
09-Oct-2023 08:06:47,34.33,100462,66.88,88.8
09-Oct-2023 08:06:50,34.34,100462,66.83,88.81
09-Oct-2023 08:06:54,34.33,100463,66.79,88.83
09-Oct-2023 08:07:01,34.63,100461,66.44,88.85
09-Oct-2023 08:07:04,34.45,100460,66.45,88.99
09-Oct-2023 08:07:08,34.43,100462,66.48,88.97
09-Oct-2023 08:07:11,34.43,100461,66.47,88.97
09-Oct-2023 08:07:14,34.4,100462,66.47,88.97
09-Oct-2023 08:07:18,34.39,100462,66.47,88.97
09-Oct-2023 08:07:21,34.36,100462,66.49,88.97
09-Oct-2023 08:07:25,34.34,100464,66.51,88.96
09-Oct-2023 08:07:28,34.34,100464,66.54,88.95
09-Oct-2023 08:07:31,34.34,100464,66.51,88.95
09-Oct-2023 08:07:39,34.6,100462,66.29,88.96
09-Oct-2023 08:07:42,34.43,100463,66.3,89.05
09-Oct-2023 08:07:45,34.41,100463,66.37,89.03
09-Oct-2023 08:07:49,34.38,100463,66.37,89.02
09-Oct-2023 08:07:52,34.35,100466,66.42,89
09-Oct-2023 08:07:56,34.33,100464,66.48,88.98
09-Oct-2023 08:07:59,34.33,100466,66.48,88.97
09-Oct-2023 08:08:02,34.36,100466,66.5,88.96
09-Oct-2023 08:08:06,34.38,100465,66.47,88.97
09-Oct-2023 08:08:09,34.4,100465,66.48,88.98
09-Oct-2023 08:08:16,34.71,100465,66.1,88.99
09-Oct-2023 08:08:19,34.51,100463,66.09,89.14
09-Oct-2023 08:08:23,34.46,100464,66.17,89.1
09-Oct-2023 08:08:26,34.44,100464,66.23,89.09
09-Oct-2023 08:08:30,34.43,100465,66.24,89.07
09-Oct-2023 08:08:33,34.41,100464,66.27,89.07
09-Oct-2023 08:08:36,34.4,100465,66.32,89.04
09-Oct-2023 08:08:40,34.39,100466,66.33,89.03
09-Oct-2023 08:08:43,34.4,100466,66.36,89.02
09-Oct-2023 08:08:47,34.4,100466,66.36,89.02
09-Oct-2023 08:08:54,34.72,100465,66.05,89.02
09-Oct-2023 08:08:57,34.52,100464,66.09,89.15
09-Oct-2023 08:09:00,34.49,100464,66.16,89.11
09-Oct-2023 08:09:04,34.48,100465,66.15,89.11
09-Oct-2023 08:09:07,34.46,100466,66.16,89.11
09-Oct-2023 08:09:11,34.46,100466,66.18,89.1
09-Oct-2023 08:09:14,34.46,100466,66.2,89.09
09-Oct-2023 08:09:18,34.48,100466,66.21,89.09
09-Oct-2023 08:09:21,34.49,100465,66.22,89.08
09-Oct-2023 08:09:25,34.49,100466,66.17,89.09
09-Oct-2023 08:09:31,34.76,100467,65.9,89.1
09-Oct-2023 08:09:35,34.58,100466,65.91,89.21
09-Oct-2023 08:09:38,34.54,100466,65.99,89.19
09-Oct-2023 08:09:42,34.57,100466,66.02,89.16
09-Oct-2023 08:09:45,34.57,100465,66,89.17
09-Oct-2023 08:09:48,34.57,100467,66,89.17
09-Oct-2023 08:09:52,34.6,100466,65.98,89.17
09-Oct-2023 08:09:55,34.63,100466,65.95,89.18
09-Oct-2023 08:09:59,34.65,100466,65.86,89.21
09-Oct-2023 08:10:02,34.65,100467,65.85,89.23
09-Oct-2023 08:10:09,34.91,100467,65.55,89.25
09-Oct-2023 08:10:13,34.71,100467,65.62,89.35
09-Oct-2023 08:10:16,34.67,100467,65.69,89.31
09-Oct-2023 08:10:19,34.65,100467,65.71,89.29
09-Oct-2023 08:10:23,34.64,100466,65.76,89.28
09-Oct-2023 08:10:26,34.61,100466,65.77,89.27
09-Oct-2023 08:10:30,34.61,100466,65.8,89.25
09-Oct-2023 08:10:33,34.65,100468,65.79,89.25
09-Oct-2023 08:10:36,34.69,100467,65.77,89.25
09-Oct-2023 08:10:40,34.72,100468,65.7,89.28
09-Oct-2023 08:10:47,35.04,100467,65.23,89.3
09-Oct-2023 08:10:50,34.85,100468,65.23,89.5
09-Oct-2023 08:10:54,34.84,100468,65.29,89.48
09-Oct-2023 08:10:57,34.85,100467,65.26,89.46
09-Oct-2023 08:11:00,34.86,100467,65.23,89.48
09-Oct-2023 08:11:04,34.88,100468,65.17,89.5
09-Oct-2023 08:11:07,34.88,100467,65.13,89.53
09-Oct-2023 08:11:11,34.9,100468,65.08,89.54
09-Oct-2023 08:11:14,34.92,100467,65.05,89.56
09-Oct-2023 08:11:17,34.94,100468,65.03,89.57
09-Oct-2023 08:11:24,35.29,100469,64.56,89.58
09-Oct-2023 08:11:28,35.12,100469,64.55,89.78
09-Oct-2023 08:11:31,35.09,100470,64.55,89.78
09-Oct-2023 08:11:35,35.08,100469,64.53,89.78
09-Oct-2023 08:11:38,35.05,100469,64.54,89.78
09-Oct-2023 08:11:41,35.07,100469,64.54,89.77
09-Oct-2023 08:11:45,35.09,100469,64.53,89.77
09-Oct-2023 08:11:48,35.11,100469,64.48,89.79
09-Oct-2023 08:11:52,35.12,100470,64.46,89.8
09-Oct-2023 08:11:55,35.14,100469,64.43,89.81
09-Oct-2023 08:12:02,35.45,100471,64.02,89.84
09-Oct-2023 08:12:06,35.26,100471,64.01,90.01
09-Oct-2023 08:12:09,35.24,100470,64.08,89.98
09-Oct-2023 08:12:12,35.25,100470,64.07,89.97
09-Oct-2023 08:12:16,35.26,100470,64.03,89.98
09-Oct-2023 08:12:19,35.27,100470,64.01,90
09-Oct-2023 08:12:23,35.28,100471,63.97,90.01
09-Oct-2023 08:12:26,35.29,100471,63.93,90.02
09-Oct-2023 08:12:29,35.3,100472,63.89,90.04
09-Oct-2023 08:12:33,35.31,100472,63.88,90.05
09-Oct-2023 08:12:40,35.64,100473,63.53,90.05
09-Oct-2023 08:12:43,35.45,100472,63.52,90.21
09-Oct-2023 08:12:47,35.43,100473,63.54,90.2
09-Oct-2023 08:12:50,35.41,100472,63.47,90.2
09-Oct-2023 08:12:53,35.39,100472,63.45,90.23
09-Oct-2023 08:12:57,35.39,100473,63.43,90.23
09-Oct-2023 08:13:00,35.41,100472,63.41,90.24
09-Oct-2023 08:13:04,35.44,100472,63.39,90.25
09-Oct-2023 08:13:07,35.45,100473,63.37,90.26
09-Oct-2023 08:13:10,35.47,100472,63.33,90.27
09-Oct-2023 08:13:17,35.79,100474,62.91,90.29
09-Oct-2023 08:13:21,35.59,100474,62.94,90.47
09-Oct-2023 08:13:24,35.57,100473,63,90.43
09-Oct-2023 08:13:28,35.58,100474,62.98,90.42
09-Oct-2023 08:13:31,35.57,100474,62.95,90.43
09-Oct-2023 08:13:34,35.58,100474,62.94,90.44
09-Oct-2023 08:13:38,35.59,100474,62.97,90.44
09-Oct-2023 08:13:41,35.6,100473,62.97,90.43
09-Oct-2023 08:13:45,35.6,100473,62.95,90.43
09-Oct-2023 08:13:48,35.62,100474,62.96,90.44
09-Oct-2023 08:13:55,35.95,100475,62.57,90.45
09-Oct-2023 08:13:59,35.76,100475,62.54,90.62
09-Oct-2023 08:14:02,35.73,100474,62.57,90.59
09-Oct-2023 08:14:05,35.73,100474,62.62,90.58
09-Oct-2023 08:14:09,35.72,100473,62.65,90.57
09-Oct-2023 08:14:12,35.73,100474,62.65,90.56
09-Oct-2023 08:14:16,35.75,100475,62.61,90.57
09-Oct-2023 08:14:19,35.78,100476,62.54,90.6
09-Oct-2023 08:14:22,35.79,100476,62.51,90.62
09-Oct-2023 08:14:26,35.8,100476,62.45,90.64
09-Oct-2023 08:14:33,36.14,100474,62.05,90.66
09-Oct-2023 08:14:36,35.97,100476,62.03,90.83
09-Oct-2023 08:14:40,35.93,100475,62.04,90.81
09-Oct-2023 08:14:43,35.92,100477,62.03,90.82
09-Oct-2023 08:14:46,35.92,100477,62.01,90.83
09-Oct-2023 08:14:50,35.92,100476,62.03,90.83
09-Oct-2023 08:14:53,35.92,100476,62.01,90.83
09-Oct-2023 08:14:57,35.92,100474,61.99,90.83
09-Oct-2023 08:15:00,35.93,100477,62,90.84
09-Oct-2023 08:15:03,35.95,100475,61.97,90.84
09-Oct-2023 08:15:10,36.25,100475,61.59,90.86
09-Oct-2023 08:15:14,36.05,100474,61.58,91.02
09-Oct-2023 08:15:17,36,100476,61.64,91
09-Oct-2023 08:15:21,36,100475,61.7,90.97
09-Oct-2023 08:15:24,36,100476,61.69,90.96
09-Oct-2023 08:15:27,36.01,100475,61.68,90.96
09-Oct-2023 08:15:31,36.02,100475,61.67,90.97
09-Oct-2023 08:15:34,36.03,100476,61.64,90.98
09-Oct-2023 08:15:38,36.05,100475,61.62,91
09-Oct-2023 08:15:41,36.07,100476,61.58,91
09-Oct-2023 08:15:48,36.41,100476,61.21,91.01
09-Oct-2023 08:15:52,36.23,100475,61.21,91.18
09-Oct-2023 08:15:55,36.2,100477,61.24,91.16
09-Oct-2023 08:15:58,36.19,100476,61.25,91.16
09-Oct-2023 08:16:02,36.19,100476,61.28,91.15
09-Oct-2023 08:16:05,36.2,100477,61.25,91.14
09-Oct-2023 08:16:09,36.2,100477,61.23,91.15
09-Oct-2023 08:16:12,36.21,100476,61.21,91.16
09-Oct-2023 08:16:15,36.21,100477,61.18,91.18
09-Oct-2023 08:16:19,36.23,100477,61.17,91.18
09-Oct-2023 08:16:26,36.56,100480,60.85,91.18
09-Oct-2023 08:16:29,36.39,100478,60.81,91.33
09-Oct-2023 08:16:33,36.34,100478,60.82,91.33
09-Oct-2023 08:16:36,36.31,100478,60.83,91.32
09-Oct-2023 08:16:39,36.31,100477,60.93,91.31
09-Oct-2023 08:16:43,36.31,100478,60.95,91.28
09-Oct-2023 08:16:46,36.33,100478,60.92,91.28
09-Oct-2023 08:16:50,36.34,100478,60.91,91.29
09-Oct-2023 08:16:53,36.37,100478,60.85,91.29
09-Oct-2023 08:16:56,36.35,100478,60.78,91.33
09-Oct-2023 08:17:03,36.63,100481,60.48,91.35
09-Oct-2023 08:17:07,36.42,100479,60.53,91.47
09-Oct-2023 08:17:10,36.35,100479,60.63,91.43
09-Oct-2023 08:17:14,36.32,100480,60.75,91.38
09-Oct-2023 08:17:17,36.31,100479,60.79,91.35
09-Oct-2023 08:17:20,36.34,100479,60.82,91.33
09-Oct-2023 08:17:24,36.37,100479,60.82,91.32
09-Oct-2023 08:17:27,36.4,100480,60.81,91.33
09-Oct-2023 08:17:31,36.43,100481,60.77,91.34
09-Oct-2023 08:17:34,36.44,100481,60.72,91.35
09-Oct-2023 08:17:41,36.77,100483,60.33,91.38
09-Oct-2023 08:17:45,36.56,100481,60.31,91.55
09-Oct-2023 08:17:48,36.52,100481,60.36,91.53
09-Oct-2023 08:17:51,36.51,100481,60.38,91.51
09-Oct-2023 08:17:55,36.51,100481,60.36,91.52
09-Oct-2023 08:17:58,36.53,100482,60.35,91.52
09-Oct-2023 08:18:02,36.55,100482,60.34,91.53
09-Oct-2023 08:18:05,36.57,100481,60.31,91.54
09-Oct-2023 08:18:08,36.58,100483,60.26,91.55
09-Oct-2023 08:18:12,36.59,100481,60.2,91.58
09-Oct-2023 08:18:19,36.92,100481,59.84,91.59
09-Oct-2023 08:18:22,36.73,100482,59.84,91.75
09-Oct-2023 08:18:26,36.69,100483,59.86,91.73
09-Oct-2023 08:18:29,36.68,100481,59.88,91.72
09-Oct-2023 08:18:32,36.68,100481,59.91,91.71
09-Oct-2023 08:18:36,36.7,100482,59.9,91.71
09-Oct-2023 08:18:39,36.71,100482,59.89,91.71
09-Oct-2023 08:18:43,36.72,100483,59.83,91.73
09-Oct-2023 08:18:46,36.72,100481,59.82,91.74
09-Oct-2023 08:18:49,36.72,100482,59.77,91.75
09-Oct-2023 08:18:56,37.01,100483,59.5,91.77
09-Oct-2023 08:19:00,36.83,100482,59.51,91.88
09-Oct-2023 08:19:03,36.81,100483,59.54,91.86
09-Oct-2023 08:19:07,36.8,100484,59.55,91.86
09-Oct-2023 08:19:10,36.79,100483,59.53,91.86
09-Oct-2023 08:19:13,36.8,100483,59.55,91.86
09-Oct-2023 08:19:17,36.82,100482,59.54,91.86
09-Oct-2023 08:19:20,36.83,100483,59.53,91.88
09-Oct-2023 08:19:24,36.84,100484,59.48,91.87
09-Oct-2023 08:19:27,36.86,100483,59.46,91.88
09-Oct-2023 08:19:34,37.15,100485,59.13,91.91
09-Oct-2023 08:19:38,36.96,100484,59.14,92.04
09-Oct-2023 08:19:41,36.93,100483,59.19,92.01
09-Oct-2023 08:19:44,36.92,100485,59.19,92
09-Oct-2023 08:19:48,36.9,100484,59.19,92.01
09-Oct-2023 08:19:51,36.9,100485,59.19,92
09-Oct-2023 08:19:55,36.9,100486,59.21,92
09-Oct-2023 08:19:58,36.9,100485,59.2,92
09-Oct-2023 08:20:01,36.9,100486,59.2,92
09-Oct-2023 08:20:05,36.9,100487,59.18,92.01
09-Oct-2023 08:20:12,37.17,100487,58.92,92.02
09-Oct-2023 08:20:15,36.98,100486,58.95,92.12
09-Oct-2023 08:20:19,36.95,100486,59.02,92.09
09-Oct-2023 08:20:22,36.95,100485,59.04,92.07
09-Oct-2023 08:20:25,36.94,100486,59.04,92.06
09-Oct-2023 08:20:29,36.94,100485,59.06,92.07
09-Oct-2023 08:20:32,36.94,100485,59.08,92.06
09-Oct-2023 08:20:36,36.94,100487,59.07,92.05
09-Oct-2023 08:20:39,36.93,100487,59.06,92.05
09-Oct-2023 08:20:42,36.93,100487,59.07,92.05
09-Oct-2023 08:20:49,37.23,100488,58.79,92.05
09-Oct-2023 08:20:53,37.04,100488,58.81,92.18
09-Oct-2023 08:20:56,37.01,100488,58.85,92.16
09-Oct-2023 08:21:00,37,100489,58.89,92.13
09-Oct-2023 08:21:03,37,100488,58.9,92.12
09-Oct-2023 08:21:06,37.01,100489,58.9,92.13
09-Oct-2023 08:21:10,37.02,100490,58.89,92.13
09-Oct-2023 08:21:13,37.03,100489,58.86,92.14
09-Oct-2023 08:21:17,37.05,100489,58.83,92.15
09-Oct-2023 08:21:20,37.06,100490,58.8,92.16
09-Oct-2023 08:21:27,37.39,100490,58.46,92.17
09-Oct-2023 08:21:30,37.19,100490,58.45,92.32
09-Oct-2023 08:21:34,37.14,100490,58.5,92.3
09-Oct-2023 08:21:37,37.14,100490,58.56,92.28
09-Oct-2023 08:21:41,37.12,100492,58.55,92.28
09-Oct-2023 08:21:44,37.1,100491,58.56,92.27
09-Oct-2023 08:21:47,37.1,100490,58.59,92.27
09-Oct-2023 08:21:51,37.1,100492,58.6,92.25
09-Oct-2023 08:21:54,37.11,100491,58.6,92.25
09-Oct-2023 08:21:58,37.11,100492,58.59,92.26
09-Oct-2023 08:22:05,37.43,100492,58.31,92.26
09-Oct-2023 08:22:08,37.26,100492,58.31,92.38
09-Oct-2023 08:22:12,37.22,100491,58.34,92.37
09-Oct-2023 08:22:15,37.2,100493,58.33,92.36
09-Oct-2023 08:22:18,37.2,100493,58.35,92.35
09-Oct-2023 08:22:22,37.21,100492,58.34,92.36
09-Oct-2023 08:22:25,37.21,100491,58.31,92.36
09-Oct-2023 08:22:29,37.21,100492,58.31,92.37
09-Oct-2023 08:22:32,37.22,100493,58.33,92.37
09-Oct-2023 08:22:35,37.22,100493,58.32,92.37
09-Oct-2023 08:22:42,37.5,100494,58.05,92.37
09-Oct-2023 08:22:46,37.31,100493,58.08,92.49
09-Oct-2023 08:22:49,37.27,100494,58.15,92.45
09-Oct-2023 08:22:53,37.25,100494,58.19,92.43
09-Oct-2023 08:22:56,37.24,100494,58.22,92.42
09-Oct-2023 08:22:59,37.23,100493,58.25,92.41
09-Oct-2023 08:23:03,37.23,100493,58.25,92.4
09-Oct-2023 08:23:06,37.23,100495,58.26,92.39
09-Oct-2023 08:23:10,37.24,100495,58.25,92.4
09-Oct-2023 08:23:13,37.24,100496,58.24,92.4
09-Oct-2023 08:23:20,37.55,100496,57.93,92.4
09-Oct-2023 08:23:23,37.35,100494,57.94,92.53
09-Oct-2023 08:23:27,37.29,100494,58.01,92.51
09-Oct-2023 08:23:30,37.27,100495,58.07,92.48
09-Oct-2023 08:23:34,37.26,100496,58.12,92.46
09-Oct-2023 08:23:37,37.25,100495,58.14,92.45
09-Oct-2023 08:23:40,37.26,100495,58.15,92.44
09-Oct-2023 08:23:44,37.27,100495,58.14,92.44
09-Oct-2023 08:23:47,37.26,100495,58.14,92.44
09-Oct-2023 08:23:51,37.27,100495,58.13,92.45
09-Oct-2023 08:23:58,37.57,100496,57.83,92.45
09-Oct-2023 08:24:01,37.38,100495,57.85,92.58
09-Oct-2023 08:24:05,37.33,100497,57.93,92.55
09-Oct-2023 08:24:08,37.32,100496,57.97,92.53
09-Oct-2023 08:24:11,37.31,100496,57.97,92.52
09-Oct-2023 08:24:15,37.31,100495,57.99,92.51
09-Oct-2023 08:24:18,37.31,100496,57.99,92.5
09-Oct-2023 08:24:22,37.32,100495,57.99,92.51
09-Oct-2023 08:24:25,37.33,100495,57.98,92.51
09-Oct-2023 08:24:28,37.34,100495,57.97,92.52
09-Oct-2023 08:24:35,37.64,100496,57.66,92.52
09-Oct-2023 08:24:39,37.45,100495,57.66,92.65
09-Oct-2023 08:24:42,37.42,100497,57.7,92.64
09-Oct-2023 08:24:46,37.4,100496,57.75,92.62
09-Oct-2023 08:24:49,37.39,100496,57.77,92.6
09-Oct-2023 08:24:52,37.37,100497,57.78,92.6
09-Oct-2023 08:24:56,37.36,100495,57.8,92.58
09-Oct-2023 08:24:59,37.36,100495,57.83,92.58
09-Oct-2023 08:25:03,37.35,100496,57.85,92.58
09-Oct-2023 08:25:06,37.36,100496,57.85,92.56
09-Oct-2023 08:25:13,37.68,100497,57.56,92.57
09-Oct-2023 08:25:16,37.49,100496,57.55,92.69
09-Oct-2023 08:25:20,37.44,100495,57.61,92.67
09-Oct-2023 08:25:23,37.42,100496,57.64,92.66
09-Oct-2023 08:25:27,37.41,100496,57.68,92.64
09-Oct-2023 08:25:30,37.43,100497,57.68,92.63
09-Oct-2023 08:25:33,37.45,100497,57.67,92.63
09-Oct-2023 08:25:37,37.47,100496,57.64,92.64
09-Oct-2023 08:25:40,37.47,100496,57.61,92.66
09-Oct-2023 08:25:44,37.47,100495,57.59,92.67
09-Oct-2023 08:25:51,37.77,100498,57.29,92.67
09-Oct-2023 08:25:54,37.57,100495,57.32,92.8
09-Oct-2023 08:25:58,37.53,100494,57.41,92.76
09-Oct-2023 08:26:01,37.52,100495,57.45,92.74
09-Oct-2023 08:26:04,37.53,100495,57.46,92.73
09-Oct-2023 08:26:08,37.52,100496,57.46,92.72
09-Oct-2023 08:26:11,37.53,100496,57.45,92.73
09-Oct-2023 08:26:15,37.52,100496,57.42,92.73
09-Oct-2023 08:26:18,37.49,100495,57.47,92.73
09-Oct-2023 08:26:21,37.51,100496,57.48,92.72
09-Oct-2023 08:26:28,37.84,100497,57.17,92.72
09-Oct-2023 08:26:32,37.67,100496,57.16,92.86
09-Oct-2023 08:26:35,37.63,100495,57.21,92.84
09-Oct-2023 08:26:39,37.61,100495,57.21,92.83
09-Oct-2023 08:26:42,37.59,100495,57.25,92.83
09-Oct-2023 08:26:45,37.57,100495,57.27,92.81
09-Oct-2023 08:26:49,37.57,100496,57.28,92.8
09-Oct-2023 08:26:52,37.55,100496,57.29,92.8
09-Oct-2023 08:26:56,37.53,100495,57.32,92.8
09-Oct-2023 08:26:59,37.53,100495,57.34,92.78
09-Oct-2023 08:27:06,37.84,100498,57.09,92.77
09-Oct-2023 08:27:09,37.66,100497,57.1,92.89
09-Oct-2023 08:27:13,37.62,100496,57.14,92.87
09-Oct-2023 08:27:16,37.62,100496,57.17,92.86
09-Oct-2023 08:27:20,37.61,100495,57.18,92.85
09-Oct-2023 08:27:23,37.59,100496,57.2,92.85
09-Oct-2023 08:27:26,37.59,100495,57.21,92.84
09-Oct-2023 08:27:30,37.59,100495,57.21,92.83
09-Oct-2023 08:27:33,37.59,100496,57.2,92.83
09-Oct-2023 08:27:37,37.58,100495,57.22,92.83
09-Oct-2023 08:27:44,37.85,100498,57.02,92.83
09-Oct-2023 08:27:47,37.66,100496,57.03,92.91
09-Oct-2023 08:27:51,37.62,100495,57.08,92.88
09-Oct-2023 08:27:54,37.59,100496,57.12,92.88
09-Oct-2023 08:27:57,37.58,100497,57.18,92.86
09-Oct-2023 08:28:01,37.59,100497,57.19,92.84
09-Oct-2023 08:28:04,37.59,100496,57.18,92.84
09-Oct-2023 08:28:08,37.58,100495,57.19,92.84
09-Oct-2023 08:28:11,37.56,100495,57.24,92.83
09-Oct-2023 08:28:14,37.55,100494,57.27,92.81
09-Oct-2023 08:28:21,37.9,100496,56.97,92.8
09-Oct-2023 08:28:25,37.71,100497,56.97,92.94
09-Oct-2023 08:28:28,37.67,100494,57.03,92.93
09-Oct-2023 08:28:32,37.66,100495,57.04,92.9
09-Oct-2023 08:28:35,37.64,100495,57.07,92.9
09-Oct-2023 08:28:38,37.63,100496,57.1,92.89
09-Oct-2023 08:28:42,37.63,100496,57.1,92.88
09-Oct-2023 08:28:45,37.64,100495,57.1,92.87
09-Oct-2023 08:28:49,37.64,100495,57.1,92.88
09-Oct-2023 08:28:52,37.63,100496,57.1,92.87
09-Oct-2023 08:28:59,37.9,100497,56.85,92.87
09-Oct-2023 08:29:02,37.7,100496,56.9,92.98
09-Oct-2023 08:29:06,37.65,100496,56.98,92.94
09-Oct-2023 08:29:09,37.65,100496,57.03,92.91
09-Oct-2023 08:29:13,37.65,100497,57.03,92.9
09-Oct-2023 08:29:16,37.66,100496,57.02,92.91
09-Oct-2023 08:29:19,37.67,100496,57.02,92.91
09-Oct-2023 08:29:23,37.68,100495,57,92.91
09-Oct-2023 08:29:26,37.68,100496,56.99,92.92
09-Oct-2023 08:29:30,37.66,100496,56.98,92.93
09-Oct-2023 08:29:37,37.94,100497,56.78,92.92
09-Oct-2023 08:29:40,37.75,100496,56.8,93.02
09-Oct-2023 08:29:44,37.72,100497,56.85,92.99
09-Oct-2023 08:29:47,37.71,100496,56.88,92.97
09-Oct-2023 08:29:50,37.71,100497,56.89,92.97
09-Oct-2023 08:29:54,37.72,100496,56.87,92.97
09-Oct-2023 08:29:57,37.73,100497,56.88,92.97
09-Oct-2023 08:30:01,37.75,100497,56.89,92.97
09-Oct-2023 08:30:04,37.76,100497,56.85,92.97
09-Oct-2023 08:30:07,37.77,100497,56.79,92.99
09-Oct-2023 08:30:14,38.04,100499,56.55,93
09-Oct-2023 08:30:18,37.85,100497,56.57,93.11
09-Oct-2023 08:30:21,37.79,100497,56.65,93.08
09-Oct-2023 08:30:25,37.76,100497,56.7,93.06
09-Oct-2023 08:30:28,37.76,100496,56.72,93.04
09-Oct-2023 08:30:31,37.75,100498,56.75,93.03
09-Oct-2023 08:30:35,37.75,100498,56.77,93.02
09-Oct-2023 08:30:38,37.73,100496,56.76,93.01
09-Oct-2023 08:30:42,37.71,100497,56.8,93.01
09-Oct-2023 08:30:45,37.71,100497,56.82,93
09-Oct-2023 08:30:52,38.05,100497,56.55,92.99
09-Oct-2023 08:30:55,37.87,100496,56.54,93.12
09-Oct-2023 08:30:59,37.84,100497,56.57,93.1
09-Oct-2023 08:31:02,37.83,100498,56.61,93.08
09-Oct-2023 08:31:06,37.83,100498,56.6,93.08
09-Oct-2023 08:31:09,37.83,100497,56.59,93.08
09-Oct-2023 08:31:12,37.82,100498,56.6,93.08
09-Oct-2023 08:31:16,37.81,100498,56.61,93.08
09-Oct-2023 08:31:19,37.8,100498,56.61,93.07
09-Oct-2023 08:31:23,37.78,100498,56.65,93.07
09-Oct-2023 08:31:30,38.08,100499,56.42,93.06
09-Oct-2023 08:31:33,37.88,100498,56.43,93.17
09-Oct-2023 08:31:37,37.83,100498,56.5,93.13
09-Oct-2023 08:31:40,37.82,100498,56.57,93.11
09-Oct-2023 08:31:43,37.82,100498,56.58,93.1
09-Oct-2023 08:31:47,37.83,100498,56.58,93.1
09-Oct-2023 08:31:50,37.82,100498,56.57,93.1
09-Oct-2023 08:31:54,37.8,100498,56.59,93.1
09-Oct-2023 08:31:57,37.78,100498,56.64,93.07
09-Oct-2023 08:32:00,37.77,100498,56.64,93.07
09-Oct-2023 08:32:07,38.06,100500,56.42,93.06
09-Oct-2023 08:32:11,37.87,100500,56.45,93.16
09-Oct-2023 08:32:14,37.83,100497,56.52,93.13
09-Oct-2023 08:32:18,37.84,100498,56.56,93.11
09-Oct-2023 08:32:21,37.85,100497,56.56,93.11
09-Oct-2023 08:32:24,37.86,100498,56.52,93.11
09-Oct-2023 08:32:28,37.85,100500,56.51,93.12
09-Oct-2023 08:32:31,37.83,100500,56.53,93.12
09-Oct-2023 08:32:35,37.83,100500,56.55,93.12
09-Oct-2023 08:32:38,37.83,100498,56.56,93.1
09-Oct-2023 08:32:45,38.11,100500,56.3,93.11
09-Oct-2023 08:32:48,37.9,100500,56.33,93.21
09-Oct-2023 08:32:52,37.86,100499,56.42,93.18
09-Oct-2023 08:32:55,37.84,100498,56.46,93.15
09-Oct-2023 08:32:59,37.82,100499,56.49,93.14
09-Oct-2023 08:33:02,37.83,100499,56.52,93.12
09-Oct-2023 08:33:05,37.82,100498,56.52,93.12
09-Oct-2023 08:33:09,37.82,100500,56.52,93.12
09-Oct-2023 08:33:12,37.83,100499,56.53,93.11
09-Oct-2023 08:33:16,37.83,100500,56.53,93.12
09-Oct-2023 08:33:23,38.16,100501,56.23,93.11
09-Oct-2023 08:33:26,37.96,100499,56.23,93.25
09-Oct-2023 08:33:30,37.91,100499,56.3,93.22
09-Oct-2023 08:33:33,37.87,100499,56.34,93.2
09-Oct-2023 08:33:36,37.84,100500,56.39,93.18
09-Oct-2023 08:33:40,37.82,100500,56.46,93.16
09-Oct-2023 08:33:43,37.83,100500,56.49,93.14
09-Oct-2023 08:33:47,37.85,100501,56.47,93.14
09-Oct-2023 08:33:50,37.86,100500,56.46,93.14
09-Oct-2023 08:33:53,37.86,100500,56.46,93.14
09-Oct-2023 08:34:00,38.16,100501,56.18,93.15
09-Oct-2023 08:34:04,37.97,100501,56.19,93.27
09-Oct-2023 08:34:07,37.93,100502,56.25,93.24
09-Oct-2023 08:34:11,37.92,100501,56.29,93.23
09-Oct-2023 08:34:14,37.92,100501,56.3,93.22
09-Oct-2023 08:34:17,37.92,100502,56.29,93.21
09-Oct-2023 08:34:21,37.9,100501,56.31,93.2
